# BEGIN PLOT
Legend=1
LogY=1
Title=Cross section as a function of $\mathrm{E}_{\mathrm{T}}^{\mathrm{jet2}}$ for $\mathrm{M}_{3j} \geq 50$ GeV
XLabel=$\mathrm{E}_{\mathrm{T}}^{\mathrm{jet2}}$ (GeV)
YLabel=$\mathrm{d}\sigma/\mathrm{d}\mathrm{E}_{\mathrm{T}}^{\mathrm{jet2}}$(pb/GeV)
DrawOnly=/ZEUS_2007_I756660/d08-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCPWR.yoda/ZEUS_2007_I756660/d08-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCLOG.yoda/ZEUS_2007_I756660/d08-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPPWR.yoda/ZEUS_2007_I756660/d08-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPLOG.yoda/ZEUS_2007_I756660/d08-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/NOMPI.yoda/ZEUS_2007_I756660/d08-x01-y02
LegendOnly=/ZEUS_2007_I756660/d08-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCPWR.yoda/ZEUS_2007_I756660/d08-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCLOG.yoda/ZEUS_2007_I756660/d08-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPPWR.yoda/ZEUS_2007_I756660/d08-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPLOG.yoda/ZEUS_2007_I756660/d08-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/NOMPI.yoda/ZEUS_2007_I756660/d08-x01-y02
RatioPlot=1
RatioPlotReference=/ZEUS_2007_I756660/d08-x01-y02
# END PLOT

# BEGIN HISTO1D /ZEUS_2007_I756660/d08-x01-y02
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ZEUS_2007_I756660/d08-x01-y02
PolyMarker=*
Title=ZEUS
# xlow	 xhigh	 val	 errminus	 errplus
6.000000e+00	8.500000e+00	2.220000e+01	8.426743e+00	9.381365e+00
8.500000e+00	1.120000e+01	4.000000e+01	9.899495e+00	1.174734e+01
1.120000e+01	1.420000e+01	3.430000e+01	5.396295e+00	5.470832e+00
1.420000e+01	1.760000e+01	2.160000e+01	2.709243e+00	2.762245e+00
1.760000e+01	2.150000e+01	1.150000e+01	1.445683e+00	1.489966e+00
2.150000e+01	2.600000e+01	4.480000e+00	7.258788e-01	6.894926e-01
2.600000e+01	3.120000e+01	1.570000e+00	2.118962e-01	2.507987e-01
3.120000e+01	3.700000e+01	5.580000e-01	1.242377e-01	1.066724e-01
3.700000e+01	4.390000e+01	2.140000e-01	6.224950e-02	5.640922e-02
4.390000e+01	5.180000e+01	7.100000e-02	2.515949e-02	3.014963e-02
5.180000e+01	6.080000e+01	4.200000e-02	2.687006e-02	2.410394e-02
# END HISTO1D


# BEGIN HISTO1D //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCPWR.yoda/ZEUS_2007_I756660/d08-x01-y02
LineColor=red
LineStyle=solid
Path=//home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCPWR.yoda/ZEUS_2007_I756660/d08-x01-y02
ScaledBy=6.78500016577271853e-02
Title=LHC/POWER
# xlow	 xhigh	 val	 errminus	 errplus
6.000000e+00	8.500000e+00	3.364448e+01	1.030679e+00	1.030679e+00
8.500000e+00	1.120000e+01	6.232593e+01	1.345876e+00	1.345876e+00
1.120000e+01	1.420000e+01	5.434490e+01	1.193840e+00	1.193840e+00
1.420000e+01	1.760000e+01	3.116629e+01	8.485169e-01	8.485169e-01
1.760000e+01	2.150000e+01	1.582754e+01	5.648492e-01	5.648492e-01
2.150000e+01	2.600000e+01	5.474316e+00	3.070666e-01	3.070666e-01
2.600000e+01	3.120000e+01	1.904377e+00	1.711594e-01	1.711594e-01
3.120000e+01	3.700000e+01	6.344431e-01	9.089113e-02	9.089113e-02
3.700000e+01	4.390000e+01	1.943639e-01	4.934899e-02	4.934899e-02
4.390000e+01	5.180000e+01	7.030080e-02	2.778196e-02	2.778196e-02
5.180000e+01	6.080000e+01	0.000000e+00	0.000000e+00	0.000000e+00
# END HISTO1D


# BEGIN HISTO1D //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCLOG.yoda/ZEUS_2007_I756660/d08-x01-y02
LineColor=blue
LineStyle=solid
Path=//home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCLOG.yoda/ZEUS_2007_I756660/d08-x01-y02
ScaledBy=6.78534754945669949e-02
Title=LHC/LOG
# xlow	 xhigh	 val	 errminus	 errplus
6.000000e+00	8.500000e+00	2.098339e+01	8.142015e-01	8.142015e-01
8.500000e+00	1.120000e+01	4.194167e+01	1.105386e+00	1.105386e+00
1.120000e+01	1.420000e+01	3.786320e+01	9.979065e-01	9.979065e-01
1.420000e+01	1.760000e+01	2.487281e+01	7.552182e-01	7.552182e-01
1.760000e+01	2.150000e+01	1.343796e+01	5.205123e-01	5.205123e-01
2.150000e+01	2.600000e+01	5.664589e+00	3.175004e-01	3.175004e-01
2.600000e+01	3.120000e+01	1.883251e+00	1.712373e-01	1.712373e-01
3.120000e+01	3.700000e+01	5.963657e-01	9.107754e-02	9.107754e-02
3.700000e+01	4.390000e+01	1.751813e-01	4.353284e-02	4.353284e-02
4.390000e+01	5.180000e+01	2.237205e-02	1.405608e-02	1.405608e-02
5.180000e+01	6.080000e+01	4.559158e-03	4.559157e-03	4.559157e-03
# END HISTO1D


# BEGIN HISTO1D //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPPWR.yoda/ZEUS_2007_I756660/d08-x01-y02
LineColor=green
LineStyle=solid
Path=//home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPPWR.yoda/ZEUS_2007_I756660/d08-x01-y02
ScaledBy=6.78434119671345454e-02
Title=LEP/POWER
# xlow	 xhigh	 val	 errminus	 errplus
6.000000e+00	8.500000e+00	1.722539e+01	7.299510e-01	7.299510e-01
8.500000e+00	1.120000e+01	3.622841e+01	1.029990e+00	1.029990e+00
1.120000e+01	1.420000e+01	3.559597e+01	9.676280e-01	9.676280e-01
1.420000e+01	1.760000e+01	2.474748e+01	7.549738e-01	7.549738e-01
1.760000e+01	2.150000e+01	1.267697e+01	5.061320e-01	5.061320e-01
2.150000e+01	2.600000e+01	4.818811e+00	2.890311e-01	2.890311e-01
2.600000e+01	3.120000e+01	1.769521e+00	1.623295e-01	1.623295e-01
3.120000e+01	3.700000e+01	6.174936e-01	9.188015e-02	9.188015e-02
3.700000e+01	4.390000e+01	1.179881e-01	3.662303e-02	3.662303e-02
4.390000e+01	5.180000e+01	6.350770e-02	2.559571e-02	2.559571e-02
5.180000e+01	6.080000e+01	4.559407e-03	4.559406e-03	4.559406e-03
# END HISTO1D


# BEGIN HISTO1D //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPLOG.yoda/ZEUS_2007_I756660/d08-x01-y02
LineColor=orange
LineStyle=solid
Path=//home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPLOG.yoda/ZEUS_2007_I756660/d08-x01-y02
ScaledBy=6.78512794874849001e-02
Title=LEP/LOG
# xlow	 xhigh	 val	 errminus	 errplus
6.000000e+00	8.500000e+00	1.679683e+01	7.229653e-01	7.229653e-01
8.500000e+00	1.120000e+01	3.887793e+01	1.065623e+00	1.065623e+00
1.120000e+01	1.420000e+01	3.714357e+01	9.840903e-01	9.840903e-01
1.420000e+01	1.760000e+01	2.437438e+01	7.538333e-01	7.538333e-01
1.760000e+01	2.150000e+01	1.236533e+01	4.999524e-01	4.999524e-01
2.150000e+01	2.600000e+01	4.936480e+00	2.934924e-01	2.934924e-01
2.600000e+01	3.120000e+01	1.678649e+00	1.647509e-01	1.647509e-01
3.120000e+01	3.700000e+01	8.216202e-01	1.038940e-01	1.038940e-01
3.700000e+01	4.390000e+01	1.687646e-01	4.665665e-02	4.665665e-02
4.390000e+01	5.180000e+01	5.991841e-02	2.679633e-02	2.679633e-02
5.180000e+01	6.080000e+01	1.963707e-02	1.233771e-02	1.233771e-02
# END HISTO1D


# BEGIN HISTO1D //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/NOMPI.yoda/ZEUS_2007_I756660/d08-x01-y02
LineColor=lilac
LineStyle=solid
Path=//home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/NOMPI.yoda/ZEUS_2007_I756660/d08-x01-y02
ScaledBy=6.78432320651064236e-02
Title=No MPI
# xlow	 xhigh	 val	 errminus	 errplus
6.000000e+00	8.500000e+00	1.622788e+01	7.209062e-01	7.209062e-01
8.500000e+00	1.120000e+01	3.637819e+01	1.028731e+00	1.028731e+00
1.120000e+01	1.420000e+01	3.596493e+01	9.777607e-01	9.777607e-01
1.420000e+01	1.760000e+01	2.327927e+01	7.318370e-01	7.318370e-01
