# BEGIN PLOT
Legend=1
LogY=1
Title=Cross section as a function of $\eta^{\mathrm{jet1}}$ for $25 \leq \mathrm{M}_{4j} \leq 50$ GeV
XLabel=$\eta^{\mathrm{jet1}}$
YLabel=$\mathrm{d}\sigma/\mathrm{d}\eta^{\mathrm{jet1}}$(pb)
DrawOnly=/ZEUS_2007_I756660/d17-x01-y01 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCPWR.yoda/ZEUS_2007_I756660/d17-x01-y01 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCLOG.yoda/ZEUS_2007_I756660/d17-x01-y01 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPPWR.yoda/ZEUS_2007_I756660/d17-x01-y01 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPLOG.yoda/ZEUS_2007_I756660/d17-x01-y01 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/NOMPI.yoda/ZEUS_2007_I756660/d17-x01-y01
LegendOnly=/ZEUS_2007_I756660/d17-x01-y01 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCPWR.yoda/ZEUS_2007_I756660/d17-x01-y01 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCLOG.yoda/ZEUS_2007_I756660/d17-x01-y01 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPPWR.yoda/ZEUS_2007_I756660/d17-x01-y01 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPLOG.yoda/ZEUS_2007_I756660/d17-x01-y01 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/NOMPI.yoda/ZEUS_2007_I756660/d17-x01-y01
RatioPlot=1
RatioPlotReference=/ZEUS_2007_I756660/d17-x01-y01
# END PLOT

# BEGIN HISTO1D /ZEUS_2007_I756660/d17-x01-y01
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ZEUS_2007_I756660/d17-x01-y01
PolyMarker=*
Title=ZEUS
# xlow	 xhigh	 val	 errminus	 errplus
-1.371000e+00	-1.057000e+00	6.100000e-01	3.796051e-01	9.179325e-01
-1.057000e+00	-7.430000e-01	1.760000e+00	7.692854e-01	9.302688e-01
-7.430000e-01	-4.290000e-01	6.100000e+00	1.846619e+00	1.469694e+00
-4.290000e-01	-1.140000e-01	1.320000e+01	3.710795e+00	3.100000e+00
-1.140000e-01	2.000000e-01	2.190000e+01	5.440588e+00	6.000000e+00
2.000000e-01	5.140000e-01	3.670000e+01	9.330595e+00	8.640602e+00
5.140000e-01	8.290000e-01	4.330000e+01	8.893818e+00	9.692265e+00
8.290000e-01	1.143000e+00	5.500000e+01	1.503330e+01	1.503330e+01
1.143000e+00	1.457000e+00	4.300000e+01	1.135782e+01	1.284523e+01
1.457000e+00	1.771000e+00	4.450000e+01	1.040529e+01	1.253276e+01
1.771000e+00	2.086000e+00	5.400000e+01	1.513275e+01	1.640122e+01
2.086000e+00	2.400000e+00	6.800000e+01	2.745906e+01	2.833725e+01
# END HISTO1D


# BEGIN HISTO1D //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCPWR.yoda/ZEUS_2007_I756660/d17-x01-y01
LineColor=red
LineStyle=solid
Path=//home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCPWR.yoda/ZEUS_2007_I756660/d17-x01-y01
ScaledBy=6.78500016577271853e-02
Title=LHC/POWER
# xlow	 xhigh	 val	 errminus	 errplus
-1.371000e+00	-1.057000e+00	1.307018e-01	1.307019e-01	1.307019e-01
-1.057000e+00	-7.430000e-01	5.356729e+00	1.170190e+00	1.170190e+00
-7.430000e-01	-4.290000e-01	2.164826e+01	2.335559e+00	2.335559e+00
-4.290000e-01	-1.140000e-01	6.326552e+01	4.002210e+00	4.002210e+00
-1.140000e-01	2.000000e-01	1.271068e+02	5.625353e+00	5.625353e+00
2.000000e-01	5.140000e-01	2.088744e+02	7.258017e+00	7.258017e+00
5.140000e-01	8.290000e-01	3.031368e+02	8.698209e+00	8.698209e+00
8.290000e-01	1.143000e+00	3.834369e+02	9.836402e+00	9.836402e+00
