# BEGIN PLOT
Legend=1
LogY=1
Title=Cross section as a function of $y$ for $\mathrm{M}_{3j} \geq 50$ GeV
XLabel=$y$
YLabel=$\mathrm{d}\sigma/\mathrm{d}y$(pb)
DrawOnly=/ZEUS_2007_I756660/d05-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCPWR.yoda/ZEUS_2007_I756660/d05-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCLOG.yoda/ZEUS_2007_I756660/d05-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPPWR.yoda/ZEUS_2007_I756660/d05-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPLOG.yoda/ZEUS_2007_I756660/d05-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/NOMPI.yoda/ZEUS_2007_I756660/d05-x01-y02
LegendOnly=/ZEUS_2007_I756660/d05-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCPWR.yoda/ZEUS_2007_I756660/d05-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCLOG.yoda/ZEUS_2007_I756660/d05-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPPWR.yoda/ZEUS_2007_I756660/d05-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LEPLOG.yoda/ZEUS_2007_I756660/d05-x01-y02 //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/NOMPI.yoda/ZEUS_2007_I756660/d05-x01-y02
RatioPlot=1
RatioPlotReference=/ZEUS_2007_I756660/d05-x01-y02
# END PLOT

# BEGIN HISTO1D /ZEUS_2007_I756660/d05-x01-y02
ConnectBins=0
ErrorBars=1
IsRef=1
Path=/ZEUS_2007_I756660/d05-x01-y02
PolyMarker=*
Title=ZEUS
# xlow	 xhigh	 val	 errminus	 errplus
2.000000e-01	2.720000e-01	1.560000e+02	4.182105e+01	2.968164e+01
2.720000e-01	3.440000e-01	2.710000e+02	2.817801e+01	3.753665e+01
3.440000e-01	4.170000e-01	4.550000e+02	7.857481e+01	8.962700e+01
4.170000e-01	4.890000e-01	5.650000e+02	1.053850e+02	7.941033e+01
4.890000e-01	5.610000e-01	6.840000e+02	1.276597e+02	1.502964e+02
5.610000e-01	6.330000e-01	7.680000e+02	1.545671e+02	1.380254e+02
6.330000e-01	7.060000e-01	9.050000e+02	2.231524e+02	1.985875e+02
7.060000e-01	7.780000e-01	9.610000e+02	2.354358e+02	2.310736e+02
7.780000e-01	8.500000e-01	1.058000e+03	2.594841e+02	2.902361e+02
# END HISTO1D


# BEGIN HISTO1D //home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCPWR.yoda/ZEUS_2007_I756660/d05-x01-y02
LineColor=red
LineStyle=solid
Path=//home/bpattengale/pythia/pythia8310/examples/34j-NEW3-test/10-million/LHCPWR.yoda/ZEUS_2007_I756660/d05-x01-y02
ScaledBy=6.78500016577271853e-02
Title=LHC/POWER
# xlow	 xhigh	 val	 errminus	 errplus
2.000000e-01	2.720000e-01	1.610374e+02	1.304292e+01	1.304292e+01
2.720000e-01	3.440000e-01	3.697076e+02	2.018734e+01	2.018734e+01
3.440000e-01	4.170000e-01	5.603896e+02	2.462708e+01	2.462708e+01
4.170000e-01	4.890000e-01	7.107493e+02	2.801803e+01	2.801803e+01
4.890000e-01	5.610000e-01	9.383676e+02	3.200640e+01	3.200640e+01
5.610000e-01	6.330000e-01	1.147966e+03	3.537767e+01	3.537767e+01
6.330000e-01	7.060000e-01	1.388297e+03	3.856423e+01	3.856423e+01
7.060000e-01	7.780000e-01	1.624267e+03	4.219679e+01	4.219679e+01
7.780000e-01	8.500000e-01	1.730040e+03	4.337053e+01	4.337053e+01
# END HISTO1D


